round,experiment_number,solution_id,mgr,mgr_time
1,1,expt1_pH::7,0.241956846114283,9.19972222222222
1,2,expt2_pH::9,0.225948614542012,15.3663888888889
1,3,expt3_pH::7,0.420582728885288,11.5330555555556
1,4,expt4_pH::5,0.0660556566367244,8.86638888888889
1,5,expt5_pH::7,0.350882714037241,7.44972222222222
1,6,expt6_pH::9,0.33008085931393,12.5330555555556
1,7,expt7_pH::7,0.238475198670244,7.19972222222222
1,8,expt8_pH::5,0.0123690127778211,7.19972222222222
1,9,expt9_pH::5,0.0123732640288843,2.28305555555556
1,10,expt10_pH::7,0.657590888755238,11.0330555555556
1,11,expt11_pH::9,0.0885506137679308,14.9497222222222
1,12,expt12_pH::7,0.245108260712156,12.8663888888889
1,13,expt13_pH::5,0.0123140169083484,1.61638888888889
1,14,expt14_pH::7,0.232636977244045,10.5330555555556
1,15,expt15_pH::9,0.238602754943962,12.1163888888889
1,16,expt16_pH::7,0.417000760241517,11.1997222222222
1,17,expt17_pH::7,0.277370102703948,12.7830555555556
1,18,expt18_pH::5,0.0123393414048394,1.61638888888889
1,19,expt19_pH::7,0.716822256540793,11.6997222222222
1,20,expt20_pH::9,0.0763448424117959,10.1163888888889
1,21,expt21_pH::7,0.355150400338632,12.1997222222222
1,22,expt22_pH::5,0.0124288033709945,1.61638888888889
1,23,expt23_pH::7,0.116886497398597,9.28305555555556
1,24,expt24_pH::9,0.309380559613148,12.3663888888889
1,25,expt25_pH::9,0.254882590313451,9.28305555555556
1,26,expt26_pH::7,0.403065802735397,11.7830555555556
1,27,expt27_pH::5,0.0125152136143942,2.03305555555556
1,28,expt28_pH::7,0.270739064206784,9.78305555555556
1,29,expt29_pH::9,0.208588204469087,14.0330555555556
1,30,expt30_pH::7,0.237702620007116,7.36638888888889
1,31,expt31_pH::5,0.0125152136143957,20.2830555555556
1,32,expt32_pH::7,0.626260541556596,10.9497222222222
1,33,expt33_pH::7,0.184156523190168,10.9497222222222
1,34,expt34_pH::5,0.0122344983623751,21.6997222222222
1,35,expt35_pH::7,0.310040943852909,11.8663888888889
1,36,expt36_pH::9,0.17716616542831,9.44972222222222
1,37,expt37_pH::7,0.402533057737037,13.7830555555556
1,38,expt38_pH::5,0.0125152136143941,9.86638888888889
1,39,expt39_pH::7,0.0597754369211421,12.1163888888889
1,40,expt40_pH::9,0.200294486632983,14.2830555555556
1,41,expt41_pH::9,0.210152831603979,6.94972222222222
1,42,expt42_pH::7,0.272695952022371,10.6163888888889
1,43,expt43_pH::5,0.0125152136143943,2.36638888888889
1,44,expt44_pH::7,0.310373192296816,7.78305555555556
1,45,expt45_pH::9,0.244732950955783,12.8663888888889
1,46,expt46_pH::7,0.281197512777384,8.69972222222222
1,47,expt47_pH::5,0.0124632203090336,7.94972222222222
1,48,expt48_pH::7,0.674127885187992,11.1997222222222
1,49,expt49_pH::7,0.204344404961447,11.3663888888889
1,50,expt50_pH::9,0.520542760491362,14.3663888888889
1,51,expt51_pH::7,0.358865222740049,12.4497222222222
1,52,expt52_pH::5,0.240956513208005,11.6163888888889
1,53,expt53_pH::7,0.533898228703657,10.6163888888889
1,54,expt54_pH::9,0.271155614548903,12.3663888888889
1,55,expt55_pH::7,0.121704504749769,13.6997222222222
1,56,expt56_pH::5,0.0358388233394789,16.4497222222222
1,57,expt57_pH::5,0.0126604579711739,11.8663888888889
1,58,expt58_pH::7,0.283215548010243,10.0330555555556
1,59,expt59_pH::9,0.319388621842557,13.4497222222222
1,60,expt60_pH::7,0.364066939515282,12.1997222222222
1,61,expt61_pH::5,0.0237076344781642,22.9497222222222
1,62,expt62_pH::7,0.138382393658194,10.3663888888889
1,63,expt63_pH::9,0.221506783336246,13.6997222222222
1,64,expt64_pH::7,0.649074554967747,12.1163888888889
1,65,expt65_pH::5,0.417829898509097,21.7830555555556
1,66,expt66_pH::7,0.651388040992437,12.1163888888889
1,67,expt67_pH::9,0.220768381676591,8.28305555555556
1,68,expt68_pH::7,0.290271940222182,7.69972222222222
1,69,expt69_pH::5,0,1.69972222222222
1,70,expt70_pH::7,0.451207626029275,10.9497222222222
1,71,expt71_pH::9,0.0773164154138695,10.9497222222222
1,72,expt72_pH::7,0.21076954050328,8.36638888888889
1,73,expt73_pH::7,0.0774084500406467,5.19972222222222
1,74,expt74_pH::9,0.248533069833859,7.86638888888889
1,75,expt75_pH::7,0.596723620714566,11.2830555555556
1,76,expt76_pH::5,-1.15648231731787e-18,2.03305555555556
1,77,expt77_pH::7,0.236436601221266,11.5330555555556
1,78,expt78_pH::9,0.111317058535184,7.94972222222222
1,79,expt79_pH::7,0.208706294730591,12.7830555555556
1,80,expt80_pH::5,0.0122220374836243,23.1163888888889
1,81,expt81_pH::9,0.18094057043614,11.6997222222222
1,82,expt82_pH::7,0.805311358153836,11.2830555555556
1,83,expt83_pH::5,0.0124935031290736,1.61638888888889
1,84,expt84_pH::7,0.283277044075523,7.86638888888889
1,85,expt85_pH::9,0.324321399726885,12.6163888888889
1,86,expt86_pH::7,0.228790021699762,12.3663888888889
1,87,expt87_pH::5,0.0756576600809879,22.1997222222222
1,88,expt88_pH::7,0.313563640545795,11.9497222222222
1,89,expt89_pH::7,0.222412502617388,7.11638888888889
1,90,expt90_pH::5,0.0123732640288843,2.28305555555556
1,91,expt91_pH::7,0.148767295640695,9.94972222222222
1,92,expt92_pH::9,0.122514151459591,15.0330555555556
1,93,expt93_pH::7,0.21194064251608,7.53305555555556
1,94,expt94_pH::5,0.0123732640288843,2.11638888888889
1,95,expt95_pH::7,0.25003299666311,9.94972222222222
1,96,expt96_pH::9,0.295307091676791,14.8663888888889
1,97,expt97_pH::9,0.246095719056349,10.1163888888889
1,98,expt98_pH::7,0.419972193379457,9.78305555555556
1,99,expt99_pH::5,0.0122344983623748,2.11638888888889
1,100,expt100_pH::7,0.224491461069573,11.8663888888889
1,999115,plate_control,0.121514897413404,11.0330555555556
1,999169,plate_blank,0.0120381244164204,23.1163888888889
1,999179,plate_blank,4.62592926927149e-18,21.6997222222222
1,9991185,plate_blank,0.0237467302477494,1.61638888888889
1,9991367,plate_control,0.0695275454610577,10.1997222222222
1,9991377,plate_control,0.0714307522557647,11.6163888888889
1,9991389,plate_control,0.0211702641701521,16.2830555555556
1,9991399,plate_control,0.0207672529166949,18.6163888888889
1,9991505,plate_blank,0.0231959027588769,4.28305555555556
1,9991549,plate_control,0.0200055740818215,22.4497222222222
1,9991677,plate_blank,0.0245985966513586,2.44972222222222
1,9991697,plate_blank,0.0248276186643536,2.44972222222222
1,9991709,plate_control,0.0207672529166911,21.3663888888889
1,9991847,plate_blank,0.0325000591254321,3.94972222222222
1,9991869,plate_control,0.0207852384458092,20.6997222222222
1,9991879,plate_blank,0.0248019613958785,5.69972222222222
