o2,p_coumaric_acid,d_glucose,sodium_citrate,sodium_octanoate,sodium_acetate,sodium_benzoate,d_xylose,d_galactose,l_arabinose,sodium_chloride,potassium_chloride,urea,ammonium_chloride,pH,y_train
0.0,0.9887650864099296,3.525966372886688,3.109676660280284,0.22307900390606994,5.124131806084213,0.9362032039184041,1.202217658378724,2.1380021979273636,1.575751953724568,38.727124938647606,24.602937552500688,0.449114637338918,0.5773403056660107,8.0,1.0
0.0,1.1500615727466277,2.929662713288401,1.213150147692864,1.4741236170314633,6.571740561321553,2.2292528953951325,2.2206429475340825,0.45610222805083245,2.000126449131621,81.2970717557602,108.55438303093649,0.18265963401996516,0.3157960000608744,9.0,0.6093382528896922
0.0,0.160877674766792,3.506745169605022,2.865325826891315,0.37557079703124874,0.2914467581586129,1.6023105835086056,1.165357814881396,1.5763342691713667,1.4524084547169807,102.85736473912459,115.93924726422948,0.24035129923347087,0.7891974464299305,6.0,0.7196772123787119
0.0,0.8860939628627656,3.7862352922129894,0.49131258212887063,1.5008145728148201,2.623540919097475,0.510350395834023,2.173350973767498,3.5462395626536773,3.7485489953596676,1.6497014740436966,76.55917562021962,0.09233127352219761,0.08320067973966017,6.0,0.0
1.0,0.9310827083601778,3.0273390047275597,1.2182166057869557,0.3785773237931076,11.592636923572991,1.8139857112952826,0.10827340612009051,1.1621949843300294,0.2543060210052741,81.81420364857287,91.0752416303885,0.38020514174810377,0.5922474320714414,9.0,1.0
0.0,0.5394030944547332,0.40199081880087784,0.21466471954211475,0.12853500433455456,10.984405566865233,0.8298055625074121,3.912322491042346,0.34781267664128057,1.4671195807419406,24.645218740950632,124.44072525199337,0.48694002089667354,0.9795308886159713,5.0,0.0
0.0,2.415867512016134,0.705128486809294,3.1002701785965394,1.2326220695993952,2.0045303163899515,2.405193884043088,2.6384780340845486,3.6686316264972563,1.7069903260689188,35.80355569291892,3.558332414029114,0.36040814129526155,0.9953999918933819,9.0,0.0
1.0,0.8693596506586027,3.996568039690581,3.205047629103144,1.1080371091017476,8.712636758516869,2.285468455461364,0.37309523883191,0.8781298109109037,2.0973731068879182,120.43432526341589,101.86241979695436,0.06935812735416269,0.42950424346563365,7.0,0.1694164396048753
1.0,2.0445438394207303,0.7911936913386763,2.2249185706286414,0.6547557641531447,5.731667407983906,1.5956457307342058,0.38162226319052195,3.910019479197097,3.786928678212847,78.36546942783941,74.26954488968049,0.09841688297349999,0.789662324788071,9.0,0.0
1.0,0.47015276030970193,2.050532327084643,2.6377329135390934,1.7773741659706515,1.7401289604531085,1.1708633716081829,3.4572860871875344,1.4420182958952261,0.31469506857403395,69.28210008720067,39.37673223316902,0.28254450019713806,0.35305075046290224,7.0,1.0
1.0,0.9604861875267556,2.943226242473717,2.6392314870254117,1.2860006833096223,2.0518102532860247,2.042210729479469,1.3743669990401806,2.2827232329171263,3.665238327629662,33.88016090775893,93.5286414232969,0.378899902380784,0.27952003830952166,8.0,1.0
1.0,0.29072188495849527,3.8682189953940727,1.5259812068007714,0.8080527522951235,11.039269793994732,1.0591192261318272,3.6918605314904878,2.052732546243582,2.2229325594033247,85.1075505567833,104.15991992029198,0.39390168351440186,0.2073279685990893,9.0,0.0
1.0,0.39623507846554384,3.365133245804932,2.8903226182152473,0.6818092960179165,8.584273330028935,2.361326798122745,0.07906357953088872,2.0106675448417746,0.4252884164487134,121.58758622691239,48.830567407315115,0.36691616554310247,0.9432659816035635,6.0,0.6879672758348552
0.0,2.1780503435819747,1.3886385054954133,0.7742873091475198,0.3551062667457541,7.372501631774013,0.6249539789610135,2.6999057390940497,2.14600542338144,1.7622992014685037,63.7988656088959,82.1279252581736,0.2965677477500166,0.5240085822820719,8.0,1.0
0.0,0.4500493149461188,1.5522580384919844,1.3060603228415881,0.9074763294541857,7.81550823084233,2.004091859607216,0.6175446965812834,2.0140607662043184,1.6380326705713402,87.96240694167876,59.877566802263765,0.49201280565088235,0.6499738118165721,6.0,0.0
1.0,1.195061092921656,2.3924789956145514,2.837347051508957,1.0084760916973523,11.573038005991872,0.8596391798268297,0.6272542889630968,0.9018758130149034,3.939765564934094,13.602794032744697,27.918495730393524,0.29608580871687995,0.685070354552748,6.0,1.0
0.0,1.4605245317803492,0.12754333361632986,0.9417165197557478,1.942712312822735,1.6363275163275954,2.2823459323938953,0.6891233690656984,1.1535333682539806,3.237055870320628,52.280016527819924,30.833717991677112,0.4234368746701492,0.8721008362243641,5.0,0.2644719383531974
1.0,0.9186408902989274,1.8738299195684718,2.622143556475855,1.594487738804419,8.935063274544436,1.8739954986426643,3.4792598893745086,1.8428719069207964,2.061489101044526,106.74103276384444,90.65678846903494,0.39719501781322536,0.8005611882061642,5.0,0.4430000117514067
1.0,0.5451280359416188,0.025074281438118184,3.8908043803535377,1.3367219194870235,5.387870562315653,0.12061181986247671,1.4510426691334097,1.5062650774070083,1.8223467093753567,59.89521800817692,113.5886438588298,0.3736426475961004,0.7173239372414992,5.0,0.7961149934788001
1.0,0.6009357997784559,1.3018730917218542,3.1584302354741873,1.224032912531692,4.92269107820039,1.2277300223369312,2.460645675936473,1.3187861385771789,1.3819007507283336,81.39390665222246,36.60366553586096,0.07228187166301947,0.3712504516508083,6.0,0.9786981015790459
1.0,0.16841965596035124,2.7285461091791627,0.7292083550319277,0.4610848836654837,7.794705859748031,1.399925277167223,3.4956430251831137,3.649949660887554,3.683706345206663,44.67602486017737,36.44556715006483,0.3801727897228272,0.9764719600400504,7.0,0.021983624342126973
1.0,2.1980898135520617,0.45566349186282196,2.590434308020141,1.4403960915821241,8.914111308406309,0.6753391463653033,2.359442508902691,1.798988711490011,3.587348900639071,7.631883630783154,45.28635153726057,0.24254511329403688,0.31577684922629334,7.0,0.0
