O2,d_glucose,sodium_citrate,sodium_octanoate,sodium_acetate,sodium_benzoate,pH,sodium_chloride,potassium_chloride,mme_trace_minerals,urea,ammonium_chloride,type,direction,frontier_type,growth_pred,var,is_redo,round
1.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.2,3.6,1.8,10.799999999999999,2.25,7.0,25.0,25.0,0.9,0.4,0.6000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.6,3.6,2.0,10.799999999999999,2.0,7.0,12.5,12.5,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,4.0,1.8,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,3.2,2.8000000000000003,1.8,8.4,1.75,7.0,50.0,50.0,0.9,0.35000000000000003,0.8,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.2,3.2,1.8,10.799999999999999,2.0,5.0,25.0,25.0,0.8,0.4,0.6000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.2,3.2,1.8,9.6,2.25,5.0,12.5,12.5,0.8,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,4.0,2.4000000000000004,1.6,10.799999999999999,2.5,5.0,12.5,25.0,0.8,0.45,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,2.4000000000000004,3.6,1.6,9.6,1.75,5.0,0.0,0.0,0.9,0.35000000000000003,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.2,3.2,2.0,9.6,1.25,9.0,75.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,2.8000000000000003,1.4000000000000001,8.4,2.0,5.0,25.0,12.5,0.7000000000000001,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,4.0,2.0,12.0,2.25,9.0,0.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.6,3.2,1.6,10.799999999999999,1.25,5.0,12.5,37.5,0.8,0.45,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,2.4000000000000004,3.2,0.4,4.8,1.75,5.0,25.0,12.5,0.5,0.2,0.6000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.2,2.8000000000000003,1.8,10.799999999999999,1.75,5.0,62.5,50.0,0.6000000000000001,0.35000000000000003,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.6,3.6,2.0,9.6,2.0,9.0,12.5,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,2.8000000000000003,3.2,2.0,10.799999999999999,2.25,9.0,12.5,0.0,1.0,0.35000000000000003,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,1.6,1.6,0.6000000000000001,6.0,0.25,5.0,125.0,112.5,0.0,0.4,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,4.0,3.6,1.8,10.799999999999999,2.25,7.0,25.0,0.0,0.9,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,2.8000000000000003,3.2,1.4000000000000001,8.4,2.5,5.0,62.5,25.0,0.9,0.30000000000000004,0.4,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,2.0,1.2000000000000002,1.2000000000000002,6.0,1.5,7.0,50.0,112.5,0.8,0.4,0.8,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.4,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,2.0,3.2,1.4000000000000001,10.799999999999999,2.5,5.0,12.5,37.5,0.9,0.35000000000000003,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,3.6,2.0,12.0,2.25,7.0,0.0,0.0,0.9,0.5,0.9,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,4.0,3.6,2.0,8.4,2.0,7.0,12.5,12.5,0.9,0.4,0.8,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,3.6,1.8,12.0,2.5,7.0,12.5,12.5,0.7000000000000001,0.45,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
0.0,3.2,3.6,1.2000000000000002,7.199999999999999,1.75,7.0,12.5,25.0,0.9,0.5,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,2.8000000000000003,1.8,12.0,2.0,9.0,25.0,25.0,0.9,0.4,1.0,ROLLOUT,DOWN,FRONTIER,1.0,2.141709327697754,False,2
1.0,4.0,3.6,2.0,10.799999999999999,2.5,9.0,37.5,0.0,0.9,0.5,0.9,ROLLOUT,DOWN,FRONTIER,0.9737891722676602,2.141709327697754,False,2
0.0,2.8000000000000003,2.0,1.4000000000000001,9.6,1.5,5.0,75.0,62.5,0.30000000000000004,0.30000000000000004,0.7000000000000001,ROLLOUT,DOWN,FRONTIER,0.7765421283865281,2.141709327697754,False,2
0.0,2.4000000000000004,2.0,1.6,8.4,2.25,9.0,12.5,50.0,0.9,0.4,1.0,ROLLOUT,DOWN,FRONTIER,0.6711608722825995,2.141709327697754,False,2
1.0,4.0,3.6,2.0,10.799999999999999,2.5,9.0,12.5,0.0,0.9,0.5,1.0,ROLLOUT,DOWN,FRONTIER,0.5902249811849243,2.141709327697754,False,2
0.0,3.6,4.0,2.0,9.6,2.25,7.0,0.0,12.5,1.0,0.5,0.9,ROLLOUT,DOWN,FRONTIER,0.4783756362021323,2.141709327697754,False,2
0.0,3.2,3.6,1.0,10.799999999999999,2.0,5.0,12.5,37.5,0.7000000000000001,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.2454111795279772,2.141709327697754,False,2
1.0,4.0,3.6,1.8,12.0,2.5,5.0,12.5,12.5,0.7000000000000001,0.45,1.0,ROLLOUT,DOWN,BEYOND,0.2098237556118665,2.141709327697754,False,2
1.0,4.0,4.0,2.0,12.0,2.5,9.0,12.5,0.0,0.9,0.45,1.0,ROLLOUT,DOWN,BEYOND,0.208418591440247,2.141709327697754,False,2
1.0,3.2,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.1990259118742861,2.141709327697754,False,2
0.0,3.2,3.2,1.8,10.799999999999999,2.0,5.0,25.0,37.5,0.8,0.4,0.6000000000000001,ROLLOUT,DOWN,BEYOND,0.18522536191755945,2.141709327697754,False,2
1.0,4.0,2.8000000000000003,1.2000000000000002,8.4,2.0,5.0,25.0,12.5,0.7000000000000001,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.18084606378350365,2.141709327697754,False,2
0.0,2.4000000000000004,3.6,1.6,9.6,1.75,5.0,0.0,0.0,0.9,0.30000000000000004,1.0,ROLLOUT,DOWN,BEYOND,0.15706025344223962,2.141709327697754,False,2
0.0,3.2,3.6,1.0,7.199999999999999,1.75,7.0,12.5,25.0,0.9,0.5,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.14493636526525666,2.141709327697754,False,2
0.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.12818485703730476,2.141709327697754,False,2
0.0,1.6,1.6,0.6000000000000001,6.0,0.25,5.0,125.0,125.0,0.0,0.4,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.08951812651929636,2.141709327697754,False,2
0.0,2.4000000000000004,2.0,1.6,8.4,2.25,7.0,12.5,50.0,0.9,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.08183374392978537,2.141709327697754,False,2
1.0,4.0,4.0,2.0,9.6,2.25,7.0,12.5,0.0,0.9,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.055555853951980705,2.141709327697754,False,2
0.0,4.0,4.0,1.8,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.036236941711548454,2.141709327697754,False,2
1.0,4.0,2.8000000000000003,1.6,12.0,2.0,9.0,25.0,25.0,0.9,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.03375321615271254,2.141709327697754,False,2
1.0,4.0,3.6,2.0,10.799999999999999,2.5,9.0,37.5,12.5,0.9,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.005218884066665819,2.141709327697754,False,2
1.0,4.0,4.0,1.8,12.0,2.25,7.0,12.5,12.5,1.0,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.003922278784231459,2.141709327697754,False,2
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,0.0,0.0,False,2
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,FRONTIER,0.0,0.0,False,2
1.0,4.0,4.0,2.0,12.0,2.5,5.0,0.0,25.0,0.9,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.4000000000000004,3.2,1.4000000000000001,9.6,2.5,5.0,50.0,25.0,0.4,0.4,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.6,3.6,2.0,10.799999999999999,2.5,9.0,0.0,0.0,0.8,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,25.0,0.8,0.45,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.8000000000000003,3.6,0.8,12.0,1.75,5.0,12.5,50.0,0.8,0.35000000000000003,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,4.0,4.0,1.8,12.0,2.5,9.0,12.5,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.6,3.6,1.8,12.0,2.0,9.0,12.5,12.5,0.9,0.5,0.8,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,1.6,2.8000000000000003,1.8,10.799999999999999,2.25,9.0,25.0,0.0,0.6000000000000001,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.0,4.0,1.8,12.0,2.25,5.0,50.0,50.0,0.6000000000000001,0.45,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.2,3.6,1.8,10.799999999999999,2.25,7.0,25.0,25.0,0.9,0.4,0.5,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.6,3.6,2.0,10.799999999999999,2.0,7.0,12.5,12.5,0.9,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.8000000000000003,2.0,1.4000000000000001,9.6,1.5,5.0,75.0,62.5,0.30000000000000004,0.30000000000000004,0.6000000000000001,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,3.2,2.8000000000000003,1.8,8.4,1.5,7.0,50.0,50.0,0.9,0.35000000000000003,0.8,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.2,3.2,1.8,9.6,2.25,5.0,12.5,12.5,0.7000000000000001,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.6,2.4000000000000004,1.6,10.799999999999999,2.5,5.0,12.5,25.0,0.8,0.45,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.2,3.2,2.0,9.6,1.25,7.0,75.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,3.6,4.0,2.0,12.0,2.25,9.0,0.0,0.0,1.0,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.2,3.2,1.6,10.799999999999999,1.25,5.0,12.5,37.5,0.8,0.45,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.4000000000000004,3.2,0.2,4.8,1.75,5.0,25.0,12.5,0.5,0.2,0.6000000000000001,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.8000000000000003,2.8000000000000003,1.8,10.799999999999999,1.75,5.0,62.5,50.0,0.6000000000000001,0.35000000000000003,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,4.0,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.6,3.6,2.0,9.6,2.0,7.0,12.5,12.5,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.8000000000000003,3.2,2.0,10.799999999999999,2.25,9.0,12.5,12.5,1.0,0.35000000000000003,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,4.0,3.6,2.0,10.799999999999999,2.5,9.0,12.5,0.0,0.8,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,4.0,3.6,1.8,10.799999999999999,2.25,7.0,25.0,0.0,0.9,0.45,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,2.8000000000000003,3.2,1.2000000000000002,8.4,2.5,5.0,62.5,25.0,0.9,0.30000000000000004,0.4,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
1.0,3.6,4.0,2.0,12.0,2.5,9.0,0.0,0.0,0.9,0.5,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,1.6,1.2000000000000002,1.2000000000000002,6.0,1.5,7.0,50.0,112.5,0.8,0.4,0.8,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,4.0,3.6,2.0,12.0,2.5,9.0,0.0,0.0,1.0,0.4,1.0,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,2.0,3.2,1.4000000000000001,10.799999999999999,2.5,5.0,12.5,50.0,0.9,0.35000000000000003,0.7000000000000001,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,4.0,3.6,2.0,12.0,2.25,7.0,0.0,0.0,0.9,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,4.0,3.6,2.0,8.4,2.0,7.0,25.0,12.5,0.9,0.4,0.8,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
0.0,3.6,4.0,2.0,9.6,2.25,7.0,0.0,25.0,1.0,0.5,0.9,ROLLOUT,DOWN,BEYOND,0.0,2.141709327697754,False,2
