d_glucose,sodium_citrate,sodium_octanoate,sodium_acetate,sodium_benzoate,d_xylose,l_arabinose,sodium_chloride,urea,ammonium_chloride,pH,predicted_mean,predicted_std,acquisition_score,batch_rank
1.4494102336466312,0.3060605861246586,1.9037835951894522,2.7887884005904198,2.3035192815586925,1.383739497512579,0.6301453188061714,143.06239131838083,0.2394481492228806,0.31468024011701345,9.0,0.33040521280883045,0.10437360045565698,0.00011462061268565087,1
1.0223680771887302,3.264639139175415,1.862039441242814,3.9890812039375305,2.414101262111217,1.011204905807972,0.030902627855539322,42.250645346939564,0.012204658705741167,0.287193663418293,7.0,0.35635298757109707,0.09223312667973804,7.974091932612967e-05,2
0.4419509172439575,3.876896135509014,1.0004975832998753,10.749136067926884,2.3577376711182296,0.7977095693349838,0.034940410405397415,109.50793023221195,0.4780534920282662,0.9777319747954607,7.0,0.32017725513875833,0.10082528548629432,5.744978480362768e-05,3
3.1078457571566105,3.9215778447687626,0.32060802169144154,3.181529179215431,0.17190527636557817,0.4736534208059311,0.10584893822669983,236.26527888700366,0.2892919657751918,0.14450717717409134,9.0,0.2926838970542478,0.09863378731458247,1.6455561982429496e-05,4
2.925167992711067,3.9363384693861008,1.43366395868361,0.6058479063212872,0.6639279378578067,3.5354933850467205,0.11562969908118248,175.79855443909764,0.07061491394415498,0.7630772516131401,9.0,0.35661748543622696,0.07702166594011808,9.659745684003393e-06,5
1.9087392874062061,3.63652977719903,1.8670015148818493,9.610878087580204,0.17234833212569356,1.7761517316102982,0.864413645118475,234.05098309740424,0.4679800230078399,0.19180079828947783,9.0,0.2886951048600965,0.0951182392246061,8.590187903713623e-06,6
0.8750905469059944,0.16088268905878067,1.9267053343355656,10.985685501247644,1.550907976925373,3.9978954568505287,0.6795095652341843,17.564808251336217,0.34755994053557515,0.19415616616606712,9.0,0.30359402899493193,0.08930645532103462,6.539422307652186e-06,7
3.8441781401634216,3.135740663856268,1.9141939282417297,11.936547707766294,0.43128349585458636,0.4826246164739132,3.691284842789173,243.8147773500532,0.2108533694408834,0.7141046039760113,9.0,0.31329142586390596,0.08562950834373356,5.470692886561576e-06,8
0.5110496096313,3.910755407065153,0.7821539379656315,2.9985745288431644,2.1383579913526773,0.23241401463747025,0.09119751304388046,57.101592188701034,0.4070461820811033,0.2829013643786311,9.0,0.3753732783443104,0.0685853166372495,5.148389471375424e-06,9
0.21699534729123116,3.0411226488649845,1.9178246278315783,0.23985769227147102,0.9133527311496437,0.056651294231414795,0.1078791469335556,192.51926033757627,0.22261497098952532,0.9018456973135471,7.0,0.3595887036752533,0.07168751351286837,4.056906269757715e-06,10
3.48261796310544,0.32747044041752815,1.947956271469593,9.26318183541298,1.0741279483772814,3.385414268821478,1.4294884130358696,64.02423419058323,0.01636922638863325,0.7298291167244315,9.0,0.3180512368226551,0.08251732018664876,3.931916569602544e-06,11
2.593327671289444,0.9986393451690674,0.0023334361612796783,11.317995987832546,1.5435353037901223,3.6405472978949547,0.03069377690553665,120.69122726097703,0.4779835119843483,0.11332547664642334,9.0,0.3001399908896135,0.0863708416501711,3.376256450938552e-06,12
3.5182244405150414,3.2013646624982357,0.24866768717765808,6.45833059027791,2.4645718932151794,2.1087026074528694,0.14313921704888344,78.92667292617261,0.36356345750391483,0.6738936780020595,9.0,0.32170287033179523,0.0785541468103415,2.1772224713078177e-06,13
3.402110915631056,3.7148850485682487,1.934095798060298,9.833533957600594,2.223306668456644,2.290291454643011,1.5575459189713001,118.59672167338431,0.0046261148527264595,0.9559462806209922,9.0,0.33408720823812255,0.0749970879295902,1.9975409808990424e-06,14
2.035734910517931,0.6092608459293842,1.3658789806067944,11.420688070356846,2.2114078421145678,0.8844919018447399,3.924170110374689,19.293371820822358,0.30981159023940563,0.1349447276443243,9.0,0.2762409034463969,0.08611345611094917,1.0032340533606774e-06,15
2.929948542267084,3.591837141662836,1.916949674487114,4.455093797296286,1.208356658462435,3.3396708965301514,1.8198108486831188,46.75594298169017,0.42531608790159225,0.1432105153799057,9.0,0.3111306496560914,0.07688193818097336,8.462649437265241e-07,16
2.1011103577911854,1.3662176579236984,1.6745649762451649,1.020444005727768,0.5655784043483436,3.1823948360979557,2.8584252446889877,249.11481398157775,0.47368832444772124,0.13423514645546675,9.0,0.25720558691620254,0.08804438102029592,5.773066178407278e-07,17
1.3100815191864967,3.033355478197336,1.3227095790207386,11.174380112439394,0.10997103061527014,0.6616270430386066,3.4865527004003525,32.743016723543406,0.20925793843343854,0.1473010815680027,9.0,0.25953795002413255,0.08587999177170717,4.0384214325700116e-07,18
3.2071346193552017,3.7654285356402397,1.9192781057208776,4.814382065087557,1.979823678266257,0.7495572008192539,3.4154511243104935,59.82345272786915,0.2545193047262728,0.8059665253385901,9.0,0.34567348453421104,0.0639244868787224,2.3042443049246268e-07,19
3.179288387298584,1.4964398257434368,1.9116386082023382,9.17302169278264,0.2592938905581832,0.4248639680445194,0.288230337202549,23.776499088853598,0.4399466151371598,0.6506870351731777,9.0,0.3420863812678532,0.06451154487771607,2.143131605255129e-07,20
1.587468072772026,2.8037267848849297,0.050541188567876816,4.886407546699047,0.5091331712901592,0.2513320632278919,0.024629846215248108,113.27629652805626,0.22844477836042643,0.9234251789748669,7.0,0.27170600432793224,0.08022026510293992,2.0126676228839059e-07,21
3.195121705532074,3.8131850846111774,1.1148240622133017,8.397009942680597,1.2029454088769853,2.180360794067383,0.1577383391559124,171.42184800468385,0.054124378599226475,0.008654508739709854,7.0,0.28135454636523893,0.07785578719025171,1.9124346470735645e-07,22
1.2332457639276981,3.7092476040124893,1.5515086967498064,1.4134717248380184,1.9282012968324125,0.9427617900073528,0.15827525779604912,226.18134669028223,0.29037412628531456,0.06103028729557991,7.0,0.2838523412009761,0.07643157688948289,1.5128225367366906e-07,23
3.631834104657173,1.32255320250988,1.1013271510601044,10.167740263044834,2.455013084691018,2.466694410890341,0.06062871217727661,63.93619836308062,0.34044997300952673,0.1367958802729845,7.0,0.31446690603105987,0.06958688157115031,1.5042506009776722e-07,24
0.8919616937637329,3.946274161338806,1.480339426547289,11.346575919538736,1.9323930726386607,1.5371147505939007,1.8172941021621227,101.5240321867168,0.16966908890753984,0.16018587350845337,9.0,0.3029686341371524,0.0694332905198553,6.529715546173204e-08,25
2.7903337441384792,2.5094877779483795,1.6155998650938272,0.5241435058414936,0.07430712692439556,2.993664287030697,0.06634137034416199,19.420268712565303,0.4833710305392742,0.7814094526693225,7.0,0.3363622803415198,0.06168370867123085,5.364525182357303e-08,26
3.9026080705225468,1.7203612737357616,1.9498063083738089,2.6550343818962574,0.8549836534075439,2.7101942412555218,0.11293697729706764,238.7442842591554,0.08488890388980508,0.24839726462960243,5.0,0.23467625556096744,0.08328153392923895,5.248376928427126e-08,27
2.9082905277609825,0.20561965554952621,1.971917161718011,0.972598772495985,0.24219063809141517,1.9995165839791298,1.38024240732193,189.50607464648783,0.38093658816069365,0.859081331640482,9.0,0.30729887059776967,0.06721369692545447,4.2358891543855256e-08,28
3.75389201939106,1.6185660138726234,1.9071726500988007,4.295181792229414,2.4621222307905555,0.6588793359696865,0.5758436173200607,215.51541332155466,0.017364902421832085,0.8674193462356925,7.0,0.3622355050955645,0.0550907181537883,3.5167755035123305e-08,29
